what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487586115
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487587231
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487590656
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1318487592788
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487593075
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487602706
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318487606125
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.textStart",1318487607879
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1318487615132
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487636811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487638792
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487639373
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487685221
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487685660
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487863824
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318487865132
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487869333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487871060
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318487874377
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318487874588
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318487874655
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318487880918
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318487880918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487885333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487886490
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487887045
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487891087
activated,perspective,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.Perspective",1318487891930
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1318487891945
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1318487892396
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1318487899594
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318487899612
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487911204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487943112
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487954334
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318487958362
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318487969569
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1318487970896
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1318487970975
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318487973033
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1318487973033
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318487995908
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1318487996523
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1318487996568
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318488002304
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1318488002304
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318488003171
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488003723
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488004546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1318488004553
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488008230
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488019332
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318488022344
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488025232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488025932
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1318488026916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488027216
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488034697
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1318488036355
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488036680
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488058242
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318488059371
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488060127
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1318488060154
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1318488060285
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488061615
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318488062295
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318488063513
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488065764
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488069874
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318488070911
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488075214
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488078355
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488079157
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488080948
activated,perspective,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.Perspective",1318488087710
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1318488087726
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.DeviceView",1318488089780
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.FileExplorerView",1318488091168
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1318488091828
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.DeviceView",1318488095636
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1318488100710
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318488100725
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318488103258
activated,perspective,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.Perspective",1318488106796
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1318488106811
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1318488110772
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488116173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488161411
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488168927
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488173952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488177224
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488181530
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488185376
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488186706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488187559
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488191474
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488194408
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488195426
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488197504
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488199994
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488201744
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488203001
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488204058
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488215445
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488215749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488215847
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488216789
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488218615
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488233096
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488249021
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488256585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488264832
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488265417
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488266002
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1318488266530
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318488266545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488267096
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488270491
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318488270507
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488271383
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488272361
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488274179
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488275499
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488276443
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488276763
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488277022
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488277289
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488277567
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488277830
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488277843
activated,perspective,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.Perspective",1318488282606
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1318488284905
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1318488288298
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318488288306
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318488288315
activated,perspective,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.Perspective",1318488289180
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1318488289193
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1318488293039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488294287
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488311475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488312007
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488320978
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1318488330268
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318488330283
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318488330959
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488331171
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488331525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488331540
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488331803
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488332071
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488332135
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488332141
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488332214
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318488332487
activated,perspective,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.Perspective",1318488341865
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1318488342457
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.FileExplorerView",1318488351858
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1318488353261
